PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,NumFam,C,Q,S,Age_nul
396,0,3,0,22.0,0,0,337,7.7958,0,0,0,0,1,0
397,0,3,1,31.0,0,0,338,7.8542,0,0,0,0,1,0
398,0,2,0,46.0,0,0,339,26.0,0,0,0,0,1,0
399,0,2,0,23.0,0,0,340,10.5,0,0,0,0,1,0
400,1,2,1,28.0,0,0,341,12.65,0,0,0,0,1,0
401,1,3,0,39.0,0,0,342,7.925,0,0,0,0,1,0
402,0,3,0,26.0,0,0,343,8.05,0,0,0,0,1,0
403,0,3,1,21.0,1,0,344,9.825,0,1,0,0,1,0
404,0,3,0,28.0,1,0,132,15.85,0,1,0,0,1,0
405,0,3,1,20.0,0,0,345,8.6625,0,0,0,0,1,0
406,0,2,0,34.0,1,0,346,21.0,0,1,0,0,1,0
407,0,3,0,51.0,0,0,347,7.75,0,0,0,0,1,0
408,1,2,0,3.0,1,1,348,18.75,0,2,0,0,1,0
409,0,3,0,21.0,0,0,349,7.775,0,0,0,0,1,0
410,0,3,1,29.69911764705882,3,1,160,25.4667,0,4,0,0,1,1
411,0,3,0,29.69911764705882,0,0,350,7.8958,0,0,0,0,1,1
412,0,3,0,29.69911764705882,0,0,351,6.8583,0,0,0,1,0,1
413,1,1,1,33.0,1,0,219,90.0,41,1,0,1,0,0
414,0,2,0,29.69911764705882,0,0,247,0.0,0,0,0,0,1,1
415,1,3,0,44.0,0,0,352,7.925,0,0,0,0,1,0
416,0,3,1,29.69911764705882,0,0,353,8.05,0,0,0,0,1,1
417,1,2,1,34.0,1,1,354,32.5,0,2,0,0,1,0
418,1,2,1,18.0,0,2,355,13.0,0,2,0,0,1,0
419,0,2,0,30.0,0,0,356,13.0,0,0,0,0,1,0
420,0,3,1,10.0,0,2,357,24.15,0,2,0,0,1,0
421,0,3,0,29.69911764705882,0,0,358,7.8958,0,0,1,0,0,1
422,0,3,0,21.0,0,0,359,7.7333,0,0,0,1,0,0
423,0,3,0,29.0,0,0,360,7.875,0,0,0,0,1,0
424,0,3,1,28.0,1,1,361,14.4,0,2,0,0,1,0
425,0,3,0,18.0,1,1,227,20.2125,0,2,0,0,1,0
426,0,3,0,29.69911764705882,0,0,362,7.25,0,0,0,0,1,1
427,1,2,1,28.0,1,0,363,26.0,0,1,0,0,1,0
428,1,2,1,19.0,0,0,364,26.0,0,0,0,0,1,0
429,0,3,0,29.69911764705882,0,0,365,7.75,0,0,0,1,0,1
430,1,3,0,32.0,0,0,366,8.05,74,0,0,0,1,0
431,1,1,0,28.0,0,0,367,26.55,12,0,0,0,1,0
432,1,3,1,29.69911764705882,1,0,368,16.1,0,1,0,0,1,1
433,1,2,1,42.0,1,0,369,26.0,0,1,0,0,1,0
434,0,3,0,17.0,0,0,370,7.125,0,0,0,0,1,0
435,0,1,0,50.0,1,0,371,55.9,75,1,0,0,1,0
436,1,1,1,14.0,1,2,334,120.0,73,3,0,0,1,0
437,0,3,1,21.0,2,2,84,34.375,0,4,0,0,1,0
438,1,2,1,24.0,2,3,348,18.75,0,5,0,0,1,0
439,0,1,0,64.0,1,4,26,263.0,8,5,0,0,1,0
440,0,2,0,31.0,0,0,372,10.5,0,0,0,0,1,0
441,1,2,1,45.0,1,1,280,26.25,0,2,0,0,1,0
442,0,3,0,20.0,0,0,373,9.5,0,0,0,0,1,0
443,0,3,0,25.0,1,0,374,7.775,0,1,0,0,1,0
444,1,2,1,28.0,0,0,375,13.0,0,0,0,0,1,0
445,1,3,0,29.69911764705882,0,0,376,8.1125,0,0,0,0,1,1
446,1,1,0,4.0,0,2,377,81.8583,76,2,0,0,1,0
447,1,2,1,13.0,0,1,242,19.5,0,1,0,0,1,0
448,1,1,0,34.0,0,0,378,26.55,0,0,0,0,1,0
449,1,3,1,5.0,2,1,379,19.2583,0,3,1,0,0,0
450,1,1,0,52.0,0,0,380,30.5,77,0,0,0,1,0
451,0,2,0,36.0,1,2,57,27.75,0,3,0,0,1,0
452,0,3,0,29.69911764705882,1,0,381,19.9667,0,1,0,0,1,1
453,0,1,0,30.0,0,0,382,27.75,78,0,1,0,0,0
454,1,1,0,49.0,1,0,383,89.1042,79,1,1,0,0,0
455,0,3,0,29.69911764705882,0,0,384,8.05,0,0,0,0,1,1
456,1,3,0,29.0,0,0,385,7.8958,0,0,1,0,0,0
457,0,1,0,65.0,0,0,386,26.55,80,0,0,0,1,0
458,1,1,1,29.69911764705882,1,0,387,51.8625,81,1,0,0,1,1
459,1,2,1,50.0,0,0,388,10.5,0,0,0,0,1,0
460,0,3,0,29.69911764705882,0,0,389,7.75,0,0,0,1,0,1
461,1,1,0,48.0,0,0,390,26.55,82,0,0,0,1,0
462,0,3,0,34.0,0,0,391,8.05,0,0,0,0,1,0
463,0,1,0,47.0,0,0,392,38.5,83,0,0,0,1,0
464,0,2,0,48.0,0,0,393,13.0,0,0,0,0,1,0
465,0,3,0,29.69911764705882,0,0,394,8.05,0,0,0,0,1,1
466,0,3,0,38.0,0,0,395,7.05,0,0,0,0,1,0
467,0,2,0,29.69911764705882,0,0,247,0.0,0,0,0,0,1,1
468,0,1,0,56.0,0,0,396,26.55,0,0,0,0,1,0
469,0,3,0,29.69911764705882,0,0,397,7.725,0,0,0,1,0,1
470,1,3,1,0.75,2,1,379,19.2583,0,3,1,0,0,0
471,0,3,0,29.69911764705882,0,0,398,7.25,0,0,0,0,1,1
472,0,3,0,38.0,0,0,399,8.6625,0,0,0,0,1,0
473,1,2,1,33.0,1,2,57,27.75,0,3,0,0,1,0
474,1,2,1,23.0,0,0,400,13.7917,53,0,1,0,0,0
475,0,3,1,22.0,0,0,401,9.8375,0,0,0,0,1,0
476,0,1,0,29.69911764705882,0,0,107,52.0,84,0,0,0,1,1
477,0,2,0,34.0,1,0,402,21.0,0,1,0,0,1,0
478,0,3,0,29.0,1,0,403,7.0458,0,1,0,0,1,0
479,0,3,0,22.0,0,0,404,7.5208,0,0,0,0,1,0
480,1,3,1,2.0,0,1,405,12.2875,0,1,0,0,1,0
481,0,3,0,9.0,5,2,58,46.9,0,7,0,0,1,0
482,0,2,0,29.69911764705882,0,0,406,0.0,0,0,0,0,1,1
483,0,3,0,50.0,0,0,407,8.05,0,0,0,0,1,0
484,1,3,1,63.0,0,0,408,9.5875,0,0,0,0,1,0
485,1,1,0,25.0,1,0,260,91.0792,52,1,1,0,0,0
486,0,3,1,29.69911764705882,3,1,160,25.4667,0,4,0,0,1,1
487,1,1,1,35.0,1,0,202,90.0,40,1,0,0,1,0
488,0,1,0,58.0,0,0,409,29.7,85,0,1,0,0,0
489,0,3,0,30.0,0,0,410,8.05,0,0,0,0,1,0
490,1,3,0,9.0,1,1,302,15.9,0,2,0,0,1,0
491,0,3,0,29.69911764705882,1,0,411,19.9667,0,1,0,0,1,1
492,0,3,0,21.0,0,0,412,7.25,0,0,0,0,1,0
493,0,1,0,55.0,0,0,413,30.5,86,0,0,0,1,0
494,0,1,0,71.0,0,0,414,49.5042,0,0,1,0,0,0
495,0,3,0,21.0,0,0,415,8.05,0,0,0,0,1,0
496,0,3,0,29.69911764705882,0,0,111,14.4583,0,0,1,0,0,1
497,1,1,1,54.0,1,0,416,78.2667,87,1,1,0,0,0
498,0,3,0,29.69911764705882,0,0,417,15.1,0,0,0,0,1,1
499,0,1,1,25.0,1,2,266,151.55,54,3,0,0,1,0
500,0,3,0,24.0,0,0,418,7.7958,0,0,0,0,1,0
501,0,3,0,17.0,0,0,419,8.6625,0,0,0,0,1,0
502,0,3,1,21.0,0,0,420,7.75,0,0,0,1,0,0
503,0,3,1,29.69911764705882,0,0,421,7.6292,0,0,0,1,0,1
504,0,3,1,37.0,0,0,422,9.5875,0,0,0,0,1,0
505,1,1,1,16.0,0,0,230,86.5,88,0,0,0,1,0
506,0,1,0,18.0,1,0,273,108.9,56,1,1,0,0,0
507,1,2,1,33.0,0,2,423,26.0,0,2,0,0,1,0
508,1,1,0,29.69911764705882,0,0,424,26.55,0,0,0,0,1,1
509,0,3,0,28.0,0,0,425,22.525,0,0,0,0,1,0
510,1,3,0,26.0,0,0,72,56.4958,0,0,0,0,1,0
511,1,3,0,29.0,0,0,426,7.75,0,0,0,1,0,0
512,0,3,0,29.69911764705882,0,0,427,8.05,0,0,0,0,1,1
513,1,1,0,36.0,0,0,428,26.2875,89,0,0,0,1,0
514,1,1,1,54.0,1,0,429,59.4,0,1,1,0,0,0
515,0,3,0,24.0,0,0,430,7.4958,0,0,0,0,1,0
516,0,1,0,47.0,0,0,431,34.0208,90,0,0,0,1,0
517,1,2,1,34.0,0,0,432,10.5,15,0,0,0,1,0
518,0,3,0,29.69911764705882,0,0,106,24.15,0,0,0,1,0,1
519,1,2,1,36.0,1,0,433,26.0,0,1,0,0,1,0
520,0,3,0,32.0,0,0,434,7.8958,0,0,0,0,1,0
521,1,1,1,30.0,0,0,435,93.5,91,0,0,0,1,0
522,0,3,0,22.0,0,0,436,7.8958,0,0,0,0,1,0
523,0,3,0,29.69911764705882,0,0,437,7.225,0,0,1,0,0,1
524,1,1,1,44.0,0,1,290,57.9792,63,1,1,0,0,0
525,0,3,0,29.69911764705882,0,0,438,7.2292,0,0,1,0,0,1
526,0,3,0,40.5,0,0,439,7.75,0,0,0,1,0,0
527,1,2,1,50.0,0,0,440,10.5,0,0,0,0,1,0
528,0,1,0,29.69911764705882,0,0,441,221.7792,92,0,0,0,1,1
529,0,3,0,39.0,0,0,442,7.925,0,0,0,0,1,0
530,0,2,0,23.0,2,1,443,11.5,0,3,0,0,1,0
531,1,2,1,2.0,1,1,423,26.0,0,2,0,0,1,0
532,0,3,0,29.69911764705882,0,0,444,7.2292,0,0,1,0,0,1
533,0,3,0,17.0,1,1,445,7.2292,0,2,1,0,0,0
534,1,3,1,29.69911764705882,0,2,119,22.3583,0,2,1,0,0,1
535,0,3,1,30.0,0,0,446,8.6625,0,0,0,0,1,0
536,1,2,1,7.0,0,2,280,26.25,0,2,0,0,1,0
537,0,1,0,45.0,0,0,447,26.55,93,0,0,0,1,0
538,1,1,1,30.0,0,0,448,106.425,0,0,1,0,0,0
539,0,3,0,29.69911764705882,0,0,449,14.5,0,0,0,0,1,1
540,1,1,1,22.0,0,2,450,49.5,94,2,1,0,0,0
541,1,1,1,36.0,0,2,451,71.0,95,2,0,0,1,0
542,0,3,1,9.0,4,2,13,31.275,0,6,0,0,1,0
543,0,3,1,11.0,4,2,13,31.275,0,6,0,0,1,0
544,1,2,0,32.0,1,0,452,26.0,0,1,0,0,1,0
545,0,1,0,50.0,1,0,448,106.425,96,1,1,0,0,0
546,0,1,0,64.0,0,0,453,26.0,0,0,0,0,1,0
547,1,2,1,19.0,1,0,452,26.0,0,1,0,0,1,0
548,1,2,0,29.69911764705882,0,0,454,13.8625,0,0,1,0,0,1
549,0,3,0,33.0,1,1,153,20.525,0,2,0,0,1,0
550,1,2,0,8.0,1,1,135,36.75,0,2,0,0,1,0
551,1,1,0,17.0,0,2,272,110.8833,97,2,1,0,0,0
552,0,2,0,27.0,0,0,455,26.0,0,0,0,0,1,0
553,0,3,0,29.69911764705882,0,0,456,7.8292,0,0,0,1,0,1
554,1,3,0,22.0,0,0,457,7.225,0,0,1,0,0,0
555,1,3,1,22.0,0,0,458,7.775,0,0,0,0,1,0
556,0,1,0,62.0,0,0,459,26.55,0,0,0,0,1,0
557,1,1,1,48.0,1,0,460,39.6,98,1,1,0,0,0
558,0,1,0,29.69911764705882,0,0,327,227.525,0,0,1,0,0,1
559,1,1,1,39.0,1,1,234,79.65,45,2,0,0,1,0
560,1,3,1,36.0,1,0,461,17.4,0,1,0,0,1,0
561,0,3,0,29.69911764705882,0,0,462,7.75,0,0,0,1,0,1
562,0,3,0,40.0,0,0,463,7.8958,0,0,0,0,1,0
563,0,2,0,28.0,0,0,464,13.5,0,0,0,0,1,0
564,0,3,0,29.69911764705882,0,0,465,8.05,0,0,0,0,1,1
565,0,3,1,29.69911764705882,0,0,466,8.05,0,0,0,0,1,1
566,0,3,0,24.0,2,0,467,24.15,0,2,0,0,1,0
567,0,3,0,19.0,0,0,468,7.8958,0,0,0,0,1,0
568,0,3,1,29.0,0,4,7,21.075,0,4,0,0,1,0
569,0,3,0,29.69911764705882,0,0,469,7.2292,0,0,1,0,0,1
570,1,3,0,32.0,0,0,470,7.8542,0,0,0,0,1,0
571,1,2,0,62.0,0,0,471,10.5,0,0,0,0,1,0
572,1,1,1,53.0,2,0,472,51.4792,99,2,0,0,1,0
573,1,1,0,36.0,0,0,473,26.3875,89,0,0,0,1,0
574,1,3,1,29.69911764705882,0,0,474,7.75,0,0,0,1,0,1
575,0,3,0,16.0,0,0,475,8.05,0,0,0,0,1,0
576,0,3,0,19.0,0,0,476,14.5,0,0,0,0,1,0
577,1,2,1,34.0,0,0,477,13.0,0,0,0,0,1,0
578,1,1,1,39.0,1,0,371,55.9,75,1,0,0,1,0
579,0,3,1,29.69911764705882,1,0,478,14.4583,0,1,1,0,0,1
580,1,3,0,32.0,0,0,479,7.925,0,0,0,0,1,0
581,1,2,1,25.0,1,1,480,30.0,0,2,0,0,1,0
582,1,1,1,39.0,1,1,272,110.8833,100,2,1,0,0,0
583,0,2,0,54.0,0,0,339,26.0,0,0,0,0,1,0
584,0,1,0,36.0,0,0,481,40.125,101,0,1,0,0,0
585,0,3,0,29.69911764705882,0,0,482,8.7125,0,0,1,0,0,1
586,1,1,1,18.0,0,2,234,79.65,102,2,0,0,1,0
587,0,2,0,47.0,0,0,483,15.0,0,0,0,0,1,0
588,1,1,0,60.0,1,1,484,79.2,103,2,1,0,0,0
589,0,3,0,22.0,0,0,485,8.05,0,0,0,0,1,0
590,0,3,0,29.69911764705882,0,0,486,8.05,0,0,0,0,1,1
591,0,3,0,35.0,0,0,487,7.125,0,0,0,0,1,0
592,1,1,1,52.0,1,0,416,78.2667,87,1,1,0,0,0
593,0,3,0,47.0,0,0,488,7.25,0,0,0,0,1,0
594,0,3,1,29.69911764705882,0,2,489,7.75,0,2,0,1,0,1
595,0,2,0,37.0,1,0,490,26.0,0,1,0,0,1,0
596,0,3,0,36.0,1,1,357,24.15,0,2,0,0,1,0
597,1,2,1,29.69911764705882,0,0,491,33.0,0,0,0,0,1,1
598,0,3,0,49.0,0,0,163,0.0,0,0,0,0,1,0
599,0,3,0,29.69911764705882,0,0,492,7.225,0,0,1,0,0,1
600,1,1,0,49.0,1,0,275,56.9292,104,1,1,0,0,0
601,1,2,1,24.0,2,1,195,27.0,0,3,0,0,1,0
602,0,3,0,29.69911764705882,0,0,493,7.8958,0,0,0,0,1,1
603,0,1,0,29.69911764705882,0,0,494,42.4,0,0,0,0,1,1
604,0,3,0,44.0,0,0,495,8.05,0,0,0,0,1,0
605,1,1,0,35.0,0,0,496,26.55,0,0,1,0,0,0
606,0,3,0,36.0,1,0,497,15.55,0,1,0,0,1,0
607,0,3,0,30.0,0,0,498,7.8958,0,0,0,0,1,0
608,1,1,0,27.0,0,0,499,30.5,0,0,0,0,1,0
609,1,2,1,22.0,1,2,42,41.5792,0,3,1,0,0,0
610,1,1,1,40.0,0,0,239,153.4625,47,0,0,0,1,0
611,0,3,1,39.0,1,5,13,31.275,0,6,0,0,1,0
612,0,3,0,29.69911764705882,0,0,500,7.05,0,0,0,0,1,1
613,1,3,1,29.69911764705882,1,0,215,15.5,0,1,0,1,0,1
614,0,3,0,29.69911764705882,0,0,501,7.75,0,0,0,1,0,1
615,0,3,0,35.0,0,0,502,8.05,0,0,0,0,1,0
616,1,2,1,24.0,1,2,503,65.0,0,3,0,0,1,0
617,0,3,0,34.0,1,1,361,14.4,0,2,0,0,1,0
618,0,3,1,26.0,1,0,226,16.1,0,1,0,0,1,0
619,1,2,1,4.0,2,1,165,39.0,33,3,0,0,1,0
620,0,2,0,26.0,0,0,504,10.5,0,0,0,0,1,0
621,0,3,0,27.0,1,0,505,14.4542,0,1,1,0,0,0
622,1,1,0,42.0,1,0,506,52.5542,105,1,0,0,1,0
623,1,3,0,20.0,1,1,328,15.7417,0,2,1,0,0,0
624,0,3,0,21.0,0,0,507,7.8542,0,0,0,0,1,0
625,0,3,0,21.0,0,0,508,16.1,0,0,0,0,1,0
626,0,1,0,61.0,0,0,509,32.3208,106,0,0,0,1,0
627,0,2,0,57.0,0,0,510,12.35,0,0,0,1,0,0
628,1,1,1,21.0,0,0,245,77.9583,107,0,0,0,1,0
629,0,3,0,26.0,0,0,511,7.8958,0,0,0,0,1,0
630,0,3,0,29.69911764705882,0,0,512,7.7333,0,0,0,1,0,1
631,1,1,0,80.0,0,0,513,30.0,108,0,0,0,1,0
632,0,3,0,51.0,0,0,514,7.0542,0,0,0,0,1,0
633,1,1,0,32.0,0,0,515,30.5,109,0,1,0,0,0
634,0,1,0,29.69911764705882,0,0,516,0.0,0,0,0,0,1,1
635,0,3,1,9.0,3,2,62,27.9,0,5,0,0,1,0
636,1,2,1,28.0,0,0,517,13.0,0,0,0,0,1,0
637,0,3,0,32.0,0,0,518,7.925,0,0,0,0,1,0
638,0,2,0,31.0,1,1,212,26.25,0,2,0,0,1,0
639,0,3,1,41.0,0,5,49,39.6875,0,5,0,0,1,0
640,0,3,0,29.69911764705882,1,0,368,16.1,0,1,0,0,1,1
641,0,3,0,20.0,0,0,519,7.8542,0,0,0,0,1,0
642,1,1,1,24.0,0,0,319,69.3,70,0,1,0,0,0
643,0,3,1,2.0,3,2,62,27.9,0,5,0,0,1,0
644,1,3,0,29.69911764705882,0,0,72,56.4958,0,0,0,0,1,1
645,1,3,1,0.75,2,1,379,19.2583,0,3,1,0,0,0
646,1,1,0,48.0,1,0,51,76.7292,10,1,1,0,0,0
647,0,3,0,19.0,0,0,520,7.8958,0,0,0,0,1,0
648,1,1,0,56.0,0,0,521,35.5,110,0,1,0,0,0
649,0,3,0,29.69911764705882,0,0,522,7.55,0,0,0,0,1,1
650,1,3,1,23.0,0,0,523,7.55,0,0,0,0,1,0
651,0,3,0,29.69911764705882,0,0,524,7.8958,0,0,0,0,1,1
652,1,2,1,18.0,0,1,95,23.0,0,1,0,0,1,0
653,0,3,0,21.0,0,0,525,8.4333,0,0,0,0,1,0
654,1,3,1,29.69911764705882,0,0,526,7.8292,0,0,0,1,0,1
655,0,3,1,18.0,0,0,527,6.75,0,0,0,1,0,0
656,0,2,0,24.0,2,0,70,73.5,0,2,0,0,1,0
657,0,3,0,29.69911764705882,0,0,528,7.8958,0,0,0,0,1,1
658,0,3,1,32.0,1,1,170,15.5,0,2,0,1,0,0
659,0,2,0,23.0,0,0,529,13.0,0,0,0,0,1,0
660,0,1,0,58.0,0,2,193,113.275,111,2,1,0,0,0
661,1,1,0,50.0,2,0,292,133.65,0,2,0,0,1,0
662,0,3,0,40.0,0,0,530,7.225,0,0,1,0,0,0
663,0,1,0,47.0,0,0,531,25.5875,112,0,0,0,1,0
664,0,3,0,36.0,0,0,532,7.4958,0,0,0,0,1,0
665,1,3,0,20.0,1,0,533,7.925,0,1,0,0,1,0
666,0,2,0,32.0,2,0,70,73.5,0,2,0,0,1,0
667,0,2,0,25.0,0,0,534,13.0,0,0,0,0,1,0
668,0,3,0,29.69911764705882,0,0,535,7.775,0,0,0,0,1,1
669,0,3,0,43.0,0,0,536,8.05,0,0,0,0,1,0
670,1,1,1,29.69911764705882,1,0,537,52.0,113,1,0,0,1,1
671,1,2,1,40.0,1,1,538,39.0,0,2,0,0,1,0
672,0,1,0,31.0,1,0,539,52.0,114,1,0,0,1,0
673,0,2,0,70.0,0,0,540,10.5,0,0,0,0,1,0
674,1,2,0,31.0,0,0,541,13.0,0,0,0,0,1,0
675,0,2,0,29.69911764705882,0,0,542,0.0,0,0,0,0,1,1
676,0,3,0,18.0,0,0,543,7.775,0,0,0,0,1,0
677,0,3,0,24.5,0,0,544,8.05,0,0,0,0,1,0
678,1,3,1,18.0,0,0,545,9.8417,0,0,0,0,1,0
679,0,3,1,43.0,1,6,58,46.9,0,7,0,0,1,0
680,1,1,0,36.0,0,1,231,512.3292,115,1,1,0,0,0
681,0,3,1,29.69911764705882,0,0,546,8.1375,0,0,0,1,0,1
682,1,1,0,27.0,0,0,51,76.7292,116,0,1,0,0,0
683,0,3,0,20.0,0,0,547,9.225,0,0,0,0,1,0
684,0,3,0,14.0,5,2,58,46.9,0,7,0,0,1,0
685,0,2,0,60.0,1,1,538,39.0,0,2,0,0,1,0
686,0,2,0,25.0,1,2,42,41.5792,0,3,1,0,0,0
687,0,3,0,14.0,4,1,49,39.6875,0,5,0,0,1,0
688,0,3,0,19.0,0,0,548,10.1708,0,0,0,0,1,0
689,0,3,0,18.0,0,0,549,7.7958,0,0,0,0,1,0
690,1,1,1,15.0,0,1,550,211.3375,117,1,0,0,1,0
691,1,1,0,31.0,1,0,551,57.0,118,1,0,0,1,0
692,1,3,1,4.0,0,1,552,13.4167,0,1,1,0,0,0
693,1,3,0,29.69911764705882,0,0,72,56.4958,0,0,0,0,1,1
694,0,3,0,25.0,0,0,553,7.225,0,0,1,0,0,0
695,0,1,0,60.0,0,0,554,26.55,0,0,0,0,1,0
696,0,2,0,52.0,0,0,555,13.5,0,0,0,0,1,0
697,0,3,0,44.0,0,0,556,8.05,0,0,0,0,1,0
698,1,3,1,29.69911764705882,0,0,557,7.7333,0,0,0,1,0,1
699,0,1,0,49.0,1,1,272,110.8833,100,2,1,0,0,0
700,0,3,0,42.0,0,0,558,7.65,119,0,0,0,1,0
701,1,1,1,18.0,1,0,327,227.525,120,1,1,0,0,0
702,1,1,0,35.0,0,0,559,26.2875,121,0,0,0,1,0
703,0,3,1,18.0,0,1,313,14.4542,0,1,1,0,0,0
704,0,3,0,25.0,0,0,560,7.7417,0,0,0,1,0,0
705,0,3,0,26.0,1,0,561,7.8542,0,1,0,0,1,0
706,0,2,0,39.0,0,0,364,26.0,0,0,0,0,1,0
707,1,2,1,45.0,0,0,562,13.5,0,0,0,0,1,0
708,1,1,0,42.0,0,0,563,26.2875,121,0,0,0,1,0
709,1,1,1,22.0,0,0,266,151.55,0,0,0,0,1,0
710,1,3,0,29.69911764705882,1,1,64,15.2458,0,2,1,0,0,1
711,1,1,1,24.0,0,0,564,49.5042,122,0,1,0,0,0
712,0,1,0,29.69911764705882,0,0,565,26.55,64,0,0,0,1,1
713,1,1,0,48.0,1,0,537,52.0,113,1,0,0,1,0
714,0,3,0,29.0,0,0,566,9.4833,0,0,0,0,1,0
715,0,2,0,52.0,0,0,567,13.0,0,0,0,0,1,0
716,0,3,0,19.0,0,0,568,7.65,16,0,0,0,1,0
717,1,1,1,38.0,0,0,327,227.525,123,0,1,0,0,0
718,1,2,1,27.0,0,0,569,10.5,23,0,0,0,1,0
719,0,3,0,29.69911764705882,0,0,570,15.5,0,0,0,1,0,1
720,0,3,0,33.0,0,0,571,7.775,0,0,0,0,1,0
721,1,2,1,6.0,0,1,491,33.0,0,1,0,0,1,0
722,0,3,0,17.0,1,0,572,7.0542,0,1,0,0,1,0
723,0,2,0,34.0,0,0,573,13.0,0,0,0,0,1,0
724,0,2,0,50.0,0,0,574,13.0,0,0,0,0,1,0
725,1,1,0,27.0,1,0,575,53.1,124,1,0,0,1,0
726,0,3,0,20.0,0,0,576,8.6625,0,0,0,0,1,0
727,1,2,1,30.0,3,0,402,21.0,0,3,0,0,1,0
728,1,3,1,29.69911764705882,0,0,577,7.7375,0,0,0,1,0,1
729,0,2,0,25.0,1,0,578,26.0,0,1,0,0,1,0
730,0,3,1,25.0,1,0,579,7.925,0,1,0,0,1,0
731,1,1,1,29.0,0,0,550,211.3375,117,0,0,0,1,0
732,0,3,0,11.0,0,0,185,18.7875,0,0,1,0,0,0
733,0,2,0,29.69911764705882,0,0,580,0.0,0,0,0,0,1,1
734,0,2,0,23.0,0,0,581,13.0,0,0,0,0,1,0
735,0,2,0,23.0,0,0,582,13.0,0,0,0,0,1,0
736,0,3,0,28.5,0,0,508,16.1,0,0,0,0,1,0
737,0,3,1,48.0,1,3,84,34.375,0,4,0,0,1,0
738,1,1,0,35.0,0,0,231,512.3292,125,0,1,0,0,0
739,0,3,0,29.69911764705882,0,0,583,7.8958,0,0,0,0,1,1
740,0,3,0,29.69911764705882,0,0,584,7.8958,0,0,0,0,1,1
741,1,1,0,29.69911764705882,0,0,585,30.0,126,0,0,0,1,1
742,0,1,0,36.0,1,0,259,78.85,127,1,0,0,1,0
743,1,1,1,21.0,2,2,277,262.375,59,4,1,0,0,0
744,0,3,0,24.0,1,0,586,16.1,0,1,0,0,1,0
745,1,3,0,31.0,0,0,587,7.925,0,0,0,0,1,0
746,0,1,0,70.0,1,1,451,71.0,95,2,0,0,1,0
747,0,3,0,16.0,1,1,248,20.25,0,2,0,0,1,0
748,1,2,1,30.0,0,0,588,13.0,0,0,0,0,1,0
749,0,1,0,19.0,1,0,589,53.1,128,1,0,0,1,0
750,0,3,0,31.0,0,0,590,7.75,0,0,0,1,0,0
751,1,2,1,4.0,1,1,591,23.0,0,2,0,0,1,0
752,1,3,0,6.0,0,1,592,12.475,129,1,0,0,1,0
753,0,3,0,33.0,0,0,593,9.5,0,0,0,0,1,0
754,0,3,0,23.0,0,0,594,7.8958,0,0,0,0,1,0
755,1,2,1,48.0,1,2,503,65.0,0,3,0,0,1,0
756,1,2,0,0.67,1,1,221,14.5,0,2,0,0,1,0
757,0,3,0,28.0,0,0,595,7.7958,0,0,0,0,1,0
758,0,2,0,18.0,0,0,596,11.5,0,0,0,0,1,0
759,0,3,0,34.0,0,0,597,8.05,0,0,0,0,1,0
760,1,1,1,33.0,0,0,230,86.5,44,0,0,0,1,0
761,0,3,0,29.69911764705882,0,0,476,14.5,0,0,0,0,1,1
762,0,3,0,41.0,0,0,598,7.125,0,0,0,0,1,0
763,1,3,0,20.0,0,0,599,7.2292,0,0,1,0,0,0
764,1,1,1,36.0,1,2,334,120.0,73,3,0,0,1,0
765,0,3,0,16.0,0,0,600,7.775,0,0,0,0,1,0
766,1,1,1,51.0,1,0,245,77.9583,130,1,0,0,1,0
767,0,1,0,29.69911764705882,0,0,601,39.6,0,0,1,0,0,1
768,0,3,1,30.5,0,0,602,7.75,0,0,0,1,0,0
769,0,3,0,29.69911764705882,1,0,106,24.15,0,1,0,1,0,1
770,0,3,0,32.0,0,0,603,8.3625,0,0,0,0,1,0
771,0,3,0,24.0,0,0,604,9.5,0,0,0,0,1,0
772,0,3,0,48.0,0,0,605,7.8542,0,0,0,0,1,0
773,0,2,1,57.0,0,0,606,10.5,131,0,0,0,1,0
774,0,3,0,29.69911764705882,0,0,607,7.225,0,0,1,0,0,1
775,1,2,1,54.0,1,3,608,23.0,0,4,0,0,1,0
776,0,3,0,18.0,0,0,609,7.75,0,0,0,0,1,0
777,0,3,0,29.69911764705882,0,0,610,7.75,132,0,0,1,0,1
778,1,3,1,5.0,0,0,77,12.475,0,0,0,0,1,0
779,0,3,0,29.69911764705882,0,0,611,7.7375,0,0,0,1,0,1
780,1,1,1,43.0,0,1,550,211.3375,133,1,0,0,1,0
781,1,3,1,13.0,0,0,612,7.2292,0,0,1,0,0,0
782,1,1,1,17.0,1,0,551,57.0,118,1,0,0,1,0
783,0,1,0,29.0,0,0,613,30.0,134,0,0,0,1,0
784,0,3,0,29.69911764705882,1,2,614,23.45,0,3,0,0,1,1
785,0,3,0,25.0,0,0,615,7.05,0,0,0,0,1,0
786,0,3,0,25.0,0,0,616,7.25,0,0,0,0,1,0
787,1,3,1,18.0,0,0,617,7.4958,0,0,0,0,1,0
788,0,3,0,8.0,4,1,16,29.125,0,5,0,1,0,0
789,1,3,0,1.0,1,2,90,20.575,0,3,0,0,1,0
790,0,1,0,46.0,0,0,129,79.2,135,0,1,0,0,0
791,0,3,0,29.69911764705882,0,0,618,7.75,0,0,0,1,0,1
